"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Lily1",1057,34,0,0,40,74,9,5,9,302,0,5,1,3,0,8,2,3,12,6,1,2,0
"Lily2",1205,32,0,1,16,67,7,4,13,386,0,12,0,0,1,2,0,1,4,3,1,0,0
"Lily3",1277,22,0,0,16,59,6,5,11,305,0,0,0,0,0,6,0,1,5,1,1,1,0
"Lily4",1387,29,0,0,26,118,5,10,20,356,0,0,1,1,0,12,0,2,9,4,1,0,1
"Lily5",1499,45,0,0,55,186,8,6,15,337,0,0,0,2,0,14,0,3,2,7,0,0,0
"Lily6",1571,31,0,0,33,87,3,4,16,307,0,0,0,2,0,9,1,1,14,2,0,1,1
"Lily7",1644,41,0,2,60,139,6,5,12,462,0,0,0,0,0,18,0,6,2,2,0,4,0
"Lily8",1719,43,0,1,57,162,8,13,14,497,3,9,2,6,0,25,0,4,27,9,0,5,1
"Lily9",1792,28,5,2,42,142,4,7,8,426,1,0,0,3,23,16,0,6,19,4,0,2,2
"Lily10",1865,35,0,4,72,360,15,13,34,720,0,7,0,7,0,33,0,5,4,8,5,3,2
"Lily11",1936,47,1,5,75,345,11,8,27,713,0,0,2,9,0,37,0,8,8,0,0,3,0
"Lily12",2008,54,6,3,66,309,7,8,0,621,1,5,2,7,5,38,0,10,6,14,0,2,0
"Lily13",2081,56,0,0,46,308,6,2,4,452,0,0,1,0,0,26,0,8,4,12,1,5,1
"Lily14",2153,76,0,0,51,342,7,12,2,460,0,0,0,7,1,30,0,6,6,11,0,0,0
"Lily15",2226,50,0,0,61,327,9,0,1,509,0,4,0,2,0,25,2,7,3,8,6,3,0
"Lily16",2315,55,0,4,46,357,2,7,3,415,0,3,0,5,0,32,0,3,2,3,1,4,0
"Lily17",2442,50,0,0,51,350,9,19,18,526,0,3,2,6,0,25,1,9,7,7,0,3,4
"Lily18",2507,34,3,4,31,305,10,7,10,317,0,0,0,2,0,20,0,3,2,7,1,1,1
"Lily19",2635,46,8,2,27,249,9,4,10,330,0,0,0,3,11,22,0,6,4,6,0,4,1
"Lily20",2762,14,1,0,42,319,4,14,21,537,1,12,0,7,2,27,1,9,4,11,1,0,1
"Lily21",2889,26,0,5,23,275,12,11,19,340,0,5,0,4,1,18,0,2,11,3,1,2,0
"Lily22",3017,34,0,0,45,319,8,5,20,311,0,8,2,3,0,11,0,5,5,17,1,0,0
"Lily23",3141,38,11,4,21,320,3,4,3,479,1,7,1,5,1,15,1,4,4,4,0,3,0
"Lily24",3268,35,3,0,42,402,5,11,13,451,0,8,0,5,3,33,0,9,8,5,0,2,3
"Lily25",3396,2,0,0,1,130,0,0,5,171,0,0,0,0,0,8,0,1,0,2,1,0,0
"Lily26",3523,25,0,0,29,310,0,4,16,313,0,4,0,1,0,19,0,4,4,6,2,0,0
"Lily27",3650,45,0,0,17,337,1,5,14,328,0,2,0,2,0,12,0,3,4,4,2,0,0
"Lily28",3713,46,0,2,18,434,4,6,15,370,0,0,0,3,0,8,0,3,5,6,1,1,0
"Lily29",3837,43,0,0,20,350,0,12,11,308,0,0,0,1,0,17,1,6,11,8,2,1,0
"Lily30",3966,72,0,0,33,369,0,4,10,315,0,3,0,6,7,28,0,3,9,9,0,5,3
"Lily31",4094,34,0,0,24,381,0,6,3,256,0,0,0,2,0,22,0,2,0,4,0,4,1
"Lily32",4223,55,0,4,18,397,0,8,7,232,0,0,0,1,0,23,0,5,7,5,2,2,1
"Lily33",4354,47,4,0,24,253,0,2,5,245,0,3,1,5,2,15,0,3,6,5,0,1,2
"Lily34",4490,39,0,0,20,263,0,6,4,194,0,0,1,0,0,7,0,6,7,6,0,0,0
"Lily35",4631,63,0,0,32,523,0,10,6,337,0,1,0,3,3,28,0,10,8,9,0,1,0
"Lily36",4767,63,0,1,32,501,6,4,10,303,2,2,0,2,6,16,1,0,1,2,0,1,2
"Lily37",4906,23,3,0,19,348,1,2,12,365,2,1,0,3,0,13,0,3,3,5,0,0,1
"Lily38",5040,9,0,0,19,434,0,4,22,343,0,0,0,1,10,24,1,0,5,6,0,0,3
"Lily39",5173,44,0,2,19,329,0,0,5,345,0,0,0,5,0,16,0,1,3,6,1,2,0
"Lily40",5314,46,0,0,24,553,0,0,4,399,0,0,0,2,0,11,0,2,6,11,3,1,1
"Lily41",5451,30,0,1,28,662,1,6,1,337,0,2,0,1,0,14,1,6,4,9,0,2,0
"Lily42",5588,26,1,1,13,676,6,1,16,319,1,7,0,1,3,17,0,3,6,7,0,3,4
"Lily43",5726,16,0,2,7,643,7,6,17,222,0,7,0,3,3,15,0,5,2,6,1,4,3
"Lily44",5862,11,0,0,14,513,0,0,1,191,0,0,0,2,0,14,0,5,2,2,0,2,0
"Lily45",5998,8,0,0,17,425,0,2,6,116,0,2,0,0,0,13,0,3,3,0,0,0,3
"Lily46",6135,22,0,1,13,405,1,2,4,275,0,2,0,4,0,19,0,2,12,8,1,7,0
"Lily47",6271,34,0,0,67,582,0,2,4,161,0,1,0,0,5,11,0,4,3,1,0,1,1
"Lily48",6416,27,1,1,30,436,0,0,2,102,0,2,0,1,4,8,0,4,3,4,0,0,1
"Lily49",6586,5,1,0,10,575,0,0,8,174,0,0,0,0,0,6,0,9,2,3,0,0,2
"Lily50",6754,23,0,0,12,620,0,2,15,263,0,0,0,5,0,22,0,9,4,8,0,3,1
"Lily51",6926,8,0,0,2,468,0,2,0,124,0,0,0,1,0,11,1,2,7,1,0,2,0
"Lily52",7096,15,0,0,62,712,0,2,13,260,0,0,0,7,0,39,0,11,14,12,0,7,3
"Lily53",7271,24,0,0,41,406,0,2,8,195,0,18,0,10,0,9,0,11,3,3,0,3,0
"Lily54",7444,6,3,0,2,621,0,0,2,141,0,4,0,1,0,12,0,13,4,12,0,3,0
"Lily55",7611,30,0,3,19,874,0,9,22,305,0,5,0,1,0,22,0,6,18,22,1,5,2
"Lily56",7784,16,0,0,9,367,1,0,2,160,0,0,0,2,0,10,0,3,7,4,1,2,1
"Lily57",7959,33,0,0,28,486,0,3,28,263,0,12,0,1,3,13,0,3,7,14,0,5,3
"Lily58",8131,13,0,0,11,147,0,1,23,188,0,7,0,0,0,13,0,3,10,8,0,1,0
"Lily59",8301,25,0,0,5,199,1,2,6,199,0,8,0,3,0,11,0,5,2,1,2,8,0
"Lily60",8468,44,0,0,26,339,1,4,14,263,0,6,0,4,0,8,0,4,14,10,0,1,0
"Lily61",8602,53,0,0,21,271,0,1,18,318,3,2,0,5,0,5,0,10,20,9,1,9,0
"Lily62",8729,71,0,0,59,443,0,1,18,413,0,7,1,9,0,7,0,16,17,14,0,6,4
"Lily63",8859,71,2,3,36,251,0,1,26,321,1,12,0,1,0,14,1,4,10,16,3,1,4
"Lily64",8987,30,0,0,55,263,0,4,52,318,1,0,1,4,5,12,0,5,9,12,6,4,1
"Lily65",9250,37,0,0,70,238,0,1,25,329,0,14,1,1,0,7,0,9,11,18,0,4,0
"Lily66",9378,61,0,0,78,271,0,4,23,398,0,0,4,0,0,10,0,20,27,22,0,12,0
"Lily67",9508,89,0,4,117,289,0,4,12,301,0,10,2,2,0,7,0,13,19,11,0,16,0
"Lily68",9641,53,0,0,108,261,0,1,12,315,0,9,0,3,0,11,0,12,17,18,1,7,1
"Lily69",9773,30,0,0,110,369,0,1,11,299,0,1,0,14,0,32,0,13,33,34,0,7,3
"Lily70",9905,51,0,0,128,345,0,5,3,150,3,4,0,4,3,35,0,12,27,39,2,13,2
"Lily71",10036,22,0,0,128,211,0,1,6,35,0,2,0,6,0,19,1,23,20,19,1,6,1
"Lily72",10166,22,0,0,149,319,0,5,6,49,1,12,2,17,2,49,1,12,20,32,3,8,1
"Lily73",10259,1,0,0,76,162,0,4,4,31,5,7,0,14,2,29,0,11,19,37,1,14,1
"East1",12,3,0,0,12,305.5,9,5,16,77,0,2,1,1,5,9,0,7,33,1,1,2,11
"East2",176,3.5,0,0,14.5,298.5,7,1,8,68,2,2,7,0,6,12,1,6,36,4,5,2,11
"East3",385,6.5,0,2,13,289,14,4,9,66,0,0,3,0,7,15,1,3,30,4,2,0,13
"East4",591,5,0,0,11.5,324,16,2,6,86,1,1,10,2,5,24,0,4,10,5,3,1,5
"East5",799,3,0,0,17,416.5,13,4,13,85,0,1,9,4,8,23,0,7,5,2,0,1,6
"East6",969,4,0,2,8,428.5,14,5,10,66,3,1,10,2,3,26,1,6,4,3,0,0,7
"East7",1055,2,0,0,21,507,21,8,10,103,1,4,11,4,7,28,1,7,4,5,2,1,16
"East8",1182,3.5,0,1,23.5,425,16,5,10,100,1,0,13,5,8,10,0,4,4,1,0,0,7
"East9",1602,1.5,0,0,8,387,17,6,9,75,1,0,7,1,3,10,0,4,4,1,0,0,7
"East10",1808,5,0,2,10.5,432.5,12,8,6,77,0,1,4,3,7,20,1,3,4,3,1,0,8
"East11",2016,4,0,0,15,464,17,3,7,67,0,1,7,1,13,12,0,5,2,2,2,0,10
"East12",2438,4,0,4,20.5,391.5,15,0,14,68,3,3,7,2,3,12,0,3,7,4,1,0,2
"East13",2649,2.5,0,3,11.5,364,11,4,10,64,1,2,8,2,4,17,1,5,6,5,0,1,5
"East14",2795,1,0,1,20,525,12,5,11,105,1,0,4,1,4,32,0,6,8,5,0,1,8
"East15",2919,4.5,0,0,5.5,434.5,5,4,15,75,0,1,3,6,7,29,0,4,8,1,1,2,11
"East16",3044,6.5,0,1,8,328,4,5,9,83,0,1,5,2,8,19,1,3,8,2,0,1,1
"East17",3297,2,0,0,19,567,11,9,13,122,0,3,5,3,4,37,0,4,7,2,3,1,11
"East18",3545,1.5,0,0,16,436.5,4,3,16,87,2,0,3,2,8,32,0,3,3,3,1,0,5
"East19",3817,2,0,1,13,443,8,5,11,74,4,2,2,4,5,29,0,5,2,3,2,0,10
"East20",4072,3.5,0,1,11,432,12,3,7,55,2,0,5,3,6,20,1,11,4,2,0,1,3
"East21",4294,2,0,0,11,451,2,9,8,59,0,0,3,1,4,23,2,5,4,2,1,0,2
"East22",4545,1.5,0,0,11.5,391.5,4,4,13,46,0,1,4,3,6,27,1,6,5,2,0,0,7
"East23",4671,4,0,0,14,558,4,7,11,84,2,2,5,8,7,30,0,10,11,4,1,1,11
"East24",4917,3,0,0,3.5,454.5,8,6,7,43,1,0,1,2,5,27,0,11,9,5,2,0,8
"East25",5040,0,0,0,7,371.5,10,4,17,49,0,0,3,3,7,31,0,3,12,4,0,0,2
"East26",5293,1,0,0,14,463.5,19,3,7,37,3,1,1,0,4,35,1,13,14,4,1,3,8
"East27",5415,2.5,0,2,8,411,13,0,9,30,0,3,1,4,10,24,0,11,7,7,1,1,1
"East28",5540,0,0,0,17.5,375,10,3,7,22,0,0,1,4,10,39,1,14,6,6,0,3,3
"East29",5668,0,0,1,17,445,8,2,4,24,1,0,0,3,7,27,0,9,10,1,0,0,0
"East30",5794,0.5,0,0,13.5,496,9,3,8,23,1,2,0,2,7,30,0,9,5,3,3,0,5
"East31",5917,1,0,0,7,711,4,0,8,35,1,3,4,13,11,43,0,22,5,6,1,2,7
"East32",6053,0.5,0,1,2.5,405,5,5,9,26,1,0,3,2,7,16,0,10,9,5,1,3,4
"East33",6329,2,0,0,10.5,389.5,3,3,5,34,2,0,2,1,4,31,0,21,6,6,0,0,7
"East34",6629,0,0,1,1.5,369,2,0,10,27,1,1,1,4,4,28,0,13,7,1,1,0,5
"East35",6742,4,0,1,6,400.5,1,4,7,46,1,2,0,2,12,32,0,13,6,4,1,0,4
"East36",7020,0.5,0,0,12.5,407,0,3,4,25,1,1,3,3,7,25,0,22,7,4,1,0,4
"East37",7155,1.5,0,0,15,375.5,2,3,6,30,2,3,2,2,12,25,1,14,6,3,1,4,4
"East38",7293,1,0,0,11,664,0,1,2,48,4,2,3,6,19,43,0,18,5,6,2,8,12
"East39",7433,2.5,0,3,4,438.5,0,0,5,27,0,0,0,5,5,23,0,13,7,2,0,0,7
"East40",7573,0.5,0,0,5.5,454,0,2,7,45,1,1,1,1,9,22,0,13,13,2,0,2,6
"East41",7714,5,0,1,4.5,437,0,0,2,21,0,0,0,1,3,12,1,7,9,2,0,2,9
"East42",7855,3,0,0,9.5,373.5,0,3,4,60,2,1,0,2,5,28,0,9,7,7,3,2,7
"East43",8133,4,0,1,9,427,0,3,11,39,4,2,0,5,11,19,0,10,7,3,3,1,4
"East44",8272,7.5,0,0,17.5,387.5,0,1,7,33,0,2,0,3,7,26,1,7,4,10,2,5,7
"East45",8382,12,0,1,31,706,0,3,4,46,1,2,0,1,13,44,0,12,10,7,4,2,6
"East46",8474,0.5,0,0,10.5,234,0,0,1,15,1,0,0,4,3,23,0,11,14,8,1,6,7
"East47",8724,7,0,0,26,549,0,4,7,37,1,0,0,3,17,30,0,7,13,13,2,1,13
"East48",8958,2,0,3,20.5,392.5,0,1,1,38,1,4,0,2,5,22,0,8,15,5,1,2,5
"East49",9048,2.5,0,2,19,341.5,0,1,3,22,1,1,0,3,5,26,0,6,7,3,2,0,5
"East50",9138,17,0,0,40,501,0,1,3,61,0,2,0,6,16,57,0,35,9,7,0,4,9
"East51",9266,3,0,1,36,374.5,0,0,3,45,1,0,0,1,5,24,0,8,3,12,1,1,6
"East52",9387,4,0,3,29,263,0,4,2,27,0,1,1,3,16,34,0,11,5,6,0,0,1
"East53",9469,1,0,0,69,368,0,0,0,11,3,2,1,0,8,14,0,6,3,9,3,3,3
"Guar1",451,3.5,0,4,22.5,145,41,15,17,235,2,5,8,10,18,35,3,23,5,1,0,0,1
"Guar2",707,9,0,4,17.5,203,44,40,20,240,1,2,14,14,19,35,2,29,12,7,2,0,0
"Guar3",1348,11,0,3,14,142.5,39,18,26,290,2,1,6,13,24,60,4,30,10,6,1,2,4
"Guar4",1667,1,0,4,8,140.5,27,13,19,274,1,2,8,4,17,40,3,24,3,2,0,1,2
"Guar5",2306,2,0,1,6,193,18,23,25,292,1,1,8,6,12,32,3,34,6,6,1,2,4
"Guar6",2939,4,0,2,13.5,143,18,12,14,229,1,1,4,4,24,24,4,12,6,4,0,0,1
"Trou1",-29,0,0,1,5,259.5,1,4,4,49,0,0,0,0,3,20,0,1,18,5,0,9,11
"Trou2",160,5,0,4,20,301,8,0,23,60,0,5,1,1,6,14,3,3,24,4,0,0,6
"Trou3",545,8,0,1,18,266,17,3,14,144,2,0,11,0,4,15,0,5,33,9,0,1,0
"Trou4",924,3.5,0,4,40.5,198.5,33,4,21,150,0,5,18,0,4,17,0,10,7,6,0,0,3
"Trou5",1304,9,0,1,11,213,17,8,11,148,1,3,14,0,10,20,0,12,3,5,0,0,4
"Trou6",1684,5,0,4,25,196,17,4,14,156,0,0,6,1,11,28,0,8,3,6,0,2,3
"Trou7",2442,1,0,3,11,263,16,8,7,158,0,2,7,6,7,22,0,11,10,6,0,2,0
"Trou8",2824,3,0,4,12,250,17,10,8,164,0,2,10,5,0,19,0,6,2,6,0,3,2
"Trou9",3205,2.5,0,0,8.5,317,13,8,7,135,0,1,6,4,7,25,0,12,4,5,0,0,0
"Trou10",3397,4,0,1,16,267,16,6,15,176,1,3,12,2,11,29,1,5,5,6,0,0,3
"Trou11",3589,4,0,0,14,382.5,8,6,14,129,0,3,2,3,9,25,0,10,3,4,0,0,4
"Trou12",3858,0.5,0,6,11.5,292,13,12,9,56,1,1,3,0,4,37,1,8,1,8,1,2,2
"Trou13",3870,0.5,0,8,8.5,270.5,23,6,7,32,0,1,3,2,1,24,0,8,6,5,1,0,3
"Buck1",-34,3,0,0,11,83,18,13,0,100,0,0,11,0,3,14,1,6,13,1,2,0,4
"Buck2",-20,7,0,0,12,83,18,7,0,97,0,0,3,0,1,17,0,2,16,3,1,0,1
"Buck3",-7,3,0,0,13,98,18,11,0,93,1,1,9,0,2,22,0,5,23,6,3,0,7
"Buck4",8,3,0,0,5,91,23,18,0,108,0,0,7,0,3,23,0,5,15,3,3,0,2
"Buck5",21,8,0,0,19,102,18,10,0,99,2,0,5,0,5,8,0,3,9,2,1,0,2
"Buck6",36,5.5,0,0,0,96,29,5,0,109,1,1,7,0,9,16,0,3,7,2,1,0,2
"Buck7",49,2,0,0,8,101,29,6,0,108,0,1,6,0,0,14,0,1,4,1,1,0,2
"Buck8",63,5,0,1,11,104,30,18,0,86,0,1,6,0,3,22,0,4,4,1,0,0,0
"Buck9",107,0,0,0,7,92,27,6,0,137,0,2,8,0,4,7,0,8,0,4,0,0,0
"Buck10",152,1,0,0,17,93,27,9,0,109,0,1,3,0,3,16,0,4,2,1,2,0,2
"Buck11",301,6,0,0,11,109,29,13,0,104,1,2,2,0,1,9,1,3,1,1,1,0,1
"Buck12",438,2.5,0,0,6.5,118,18,7,0,112,1,0,3,0,4,20,0,2,1,4,0,0,2
"Buck13",740,5,0,0,7,117,21,12,0,103,1,1,2,0,4,14,0,5,2,2,1,0,1
"Buck14",885,1,0,0,10,99,19,12,0,140,0,0,1,0,3,15,0,5,2,3,2,0,1
"Buck15",1180,0.5,0,0,5,102,27,18,0,120,0,0,3,0,0,17,0,1,0,1,0,0,2
"Buck16",1577,1,0,0,2,95,18,5,0,157,0,0,2,0,6,12,0,5,2,3,1,0,1
"Buck17",1882,3,0,5,2,119,12,11,0,140,1,1,7,0,1,18,0,2,1,3,0,0,2
"Buck18",2187,2,0,1,2,119,7,4,0,140,1,1,2,0,4,15,1,5,3,3,1,0,2
"Buck19",2476,3,0,0,1,112,16,12,0,145,0,0,4,0,8,16,1,6,5,1,0,0,1
"Buck20",2877,0,0,0,3,105,12,7,0,142,0,0,2,0,5,15,0,5,1,3,0,0,0
"Buck21",2975,0,0,1,1,130,10,12,0,115,0,0,2,0,3,18,0,2,1,2,0,0,1
"Buck22",3074,1,0,1,2,130,6,6,0,127,1,0,0,0,7,13,0,6,3,1,0,0,3
"Buck23",3321,0,0,0,0,137,9,12,0,160,2,0,1,0,1,17,0,5,1,2,1,0,0
"Buck24",3469,1,0,0,0,110,6,9,0,142,1,1,2,0,4,17,0,8,4,3,0,0,1
"Buck25",3761,2,0,0,1,128,2,5,0,116,0,0,1,0,2,26,0,1,1,4,2,0,1
"Buck26",3950,0,0,1,1,147,3,7,0,109,0,0,1,0,5,23,0,9,2,2,2,0,0
"Buck27",4044,2,0,0,1,118,3,6,0,113,0,0,2,0,6,13,0,5,2,4,1,0,2
"Buck28",4138,2,0,1,0,138,0,10,0,126,0,0,2,0,2,12,0,6,3,5,0,0,2
"Buck29",4232,3,0,0,6,143,1,5,0,104,0,0,0,0,4,21,0,2,2,1,1,0,0
"Buck30",4299,2,0,0,1,120,1,5,0,117,2,1,1,0,12,13,1,1,1,6,0,0,1
"Buck31",4423,0,0,0,2,146,5,7,0,118,1,0,3,0,8,28,0,5,3,3,0,0,3
"Buck32",4613,0,0,0,1,112,2,7,0,117,2,0,0,0,3,20,0,7,2,2,0,0,1
"Buck33",4895,1,0,1,3,133,4,10,0,115,0,1,1,0,0,28,0,4,6,0,0,0,1
"Buck34",5082,2,0,0,0,115,4,15,0,122,0,0,4,0,6,32,0,1,4,5,1,0,2
"Buck35",5225,1,0,1,1,124,5,6,0,113,0,2,1,0,7,29,0,7,7,3,2,0,2
"Buck36",5377,0,0,2,4,118,4,10,0,122,1,3,0,0,3,23,0,5,2,6,1,0,4
"Buck37",5662,1,0,2,3,138,4,12,0,79,0,0,1,0,7,32,1,8,3,3,0,0,3
"Buck38",5851,0,0,1,1,155,7,14,0,62,1,1,2,0,8,24,0,6,2,4,1,0,1
"Buck39",6020,1,0,0,2,160,17,16,0,49,1,1,2,0,1,35,0,6,5,5,1,0,1
"Buck40",6219,0,0,0,1,149,25,10,0,68,0,0,1,0,7,21,0,7,2,3,0,0,3
"Buck41",6298,1,0,0,4,143,40,8,0,42,0,1,1,0,5,27,0,9,1,3,1,0,2
"Buck42",6535,0,0,0,1,215,25,4,0,36,1,0,0,0,6,27,0,4,7,3,0,0,1
"Buck43",6655,0,0,2,0,155,17,2,0,28,0,1,0,0,6,21,0,15,3,0,0,0,1
"Buck44",6739,0,0,3,0,192,2,6,0,33,0,2,1,0,7,36,0,6,4,8,1,0,3
"Buck45",6997,0,0,2,3,209,0,5,0,19,0,1,1,0,10,30,0,5,1,5,0,0,0
"Buck46",7320,2,0,2,0,204,1,5,0,39,1,0,0,0,10,17,0,10,1,4,3,0,2
"Buck47",7639,0,0,2,1,260,1,1,0,35,0,1,0,0,3,7,0,5,5,0,0,0,0
"Buck48",7896,6,0,2,12,222,0,2,0,40,1,1,0,0,8,13,0,7,5,4,0,0,3
"Buck49",8208,3,0,1,15,256,0,0,0,19,2,1,0,0,2,13,0,7,2,4,0,0,1
"Buck50",8393,20,0,1,34,182,0,2,0,17,2,0,0,0,7,36,0,4,4,17,0,0,0
"Kerr1",865,0,0,1,3,123,39,15,16,104,0,10,0,4,18,3,4,7,4,2,0,1,0
"Kerr2",1788,0,0,0,2,143,42,16,13,106,0,5,0,2,20,2,1,7,2,0,0,0,0
"Kerr3",2696,0,0,0,2,188,37,27,12,76,0,3,0,4,3,0,0,5,4,5,0,0,0
"Kerr4",3607,0,0,0,2,222,4,27,19,52,0,10,0,4,5,4,1,5,3,3,0,0,0
"Kerr5",4530,0,0,0,1,215,15,19,9,57,0,3,0,7,5,3,3,9,5,2,0,0,0
"Kerr6",5448,0,0,0,1,244,6,24,11,50,0,11,0,14,9,5,0,16,10,3,0,0,0
"Kerr7",6373,0,0,1,1,220,1,25,7,47,0,7,0,5,4,1,5,10,9,5,0,0,0
"Kerr8",7287,0,0,0,0,206,0,25,11,63,0,15,0,4,4,3,4,13,6,6,0,0,0
"Kerr9",8190,0,0,0,7,286,0,6,6,23,0,4,0,2,1,0,0,2,9,5,0,0,0
"Kerr10",8621,0,0,0,4,287,0,6,11,23,0,3,0,0,0,0,1,6,7,7,0,0,0
"Croo1",-12,6,1,4,3,340,43,3,5,72,0,0,0,3,0,6,1,6,1,5,0,0,2
"Croo2",229,0,0,0,0,316,39,6,4,84,0,4,0,2,0,12,0,0,1,2,0,0,0
"Croo3",777,0,0,0,1,322,60,5,5,122,1,0,0,0,0,11,1,3,0,6,0,0,0
"Croo4",1321,0,0,0,11,348,41,7,3,82,5,0,0,1,1,5,0,0,5,0,0,1,1
"Croo5",1769,0,0,0,5,338,30,8,2,68,1,2,0,3,4,3,0,3,2,1,0,0,0
"Croo6",2133,0,0,0,3,372,41,2,0,68,0,0,0,4,0,4,2,7,0,0,0,0,0
"Croo7",2499,0,0,0,2,386,22,15,7,70,0,2,0,0,0,5,0,1,3,2,0,2,0
"Croo8",2869,0,0,0,3,322,21,8,3,81,0,0,0,2,0,9,0,6,2,1,0,0,0
"Croo9",3239,0,0,0,14,389,27,3,8,60,4,1,0,4,0,0,0,1,3,1,0,2,0
"Croo10",3606,2,0,0,6,430,31,6,4,40,0,0,0,2,0,10,0,3,2,4,0,0,2
"Croo11",4076,0,1,0,0,452,16,6,5,47,0,4,0,0,0,27,0,0,7,0,0,0,4
"Croo12",4637,0,0,0,0,534,7,6,7,29,0,6,0,0,0,13,0,1,2,0,0,0,0
"Croo13",4916,0,0,0,0,466,3,11,13,27,2,3,0,0,0,19,0,6,1,2,0,0,0
"Croo14",5470,0,2,0,7,396,2,3,6,46,0,0,0,0,4,27,3,5,2,0,0,0,0
"Croo15",6032,0,0,0,1,430,19,8,7,36,0,3,0,1,6,17,0,1,2,3,0,0,1
"Croo16",6654,0,0,0,2,464,1,7,13,15,1,4,0,0,1,23,2,5,4,0,0,0,0
"Croo17",7292,0,0,0,27,486,0,12,4,12,0,0,0,0,3,10,1,9,1,1,0,0,0
"Croo18",7961,0,0,0,0,544,0,0,5,26,0,0,0,0,0,2,0,3,2,1,0,3,0
"Croo19",8641,0,0,0,0,478,0,0,10,24,0,0,0,0,1,7,0,9,3,1,0,1,0
"Croo20",8988,0,0,0,0,536,0,2,3,26,1,0,0,0,1,7,0,0,3,1,0,1,0
"Croo21",9332,0,0,0,0,564,0,0,2,11,0,0,0,0,0,5,0,0,0,0,0,2,0
"Croo22",9472,0,0,0,0,554,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,2,0
"Croo23",9809,0,0,0,0,566,0,0,4,8,0,0,0,0,0,11,0,3,0,0,0,0,0
"Croo24",10136,0,0,0,0,74,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0
"Jay 1",36,10,10,1,3,112,106.5,15,16,190,0,3,0,0,2,28,4,6,16,2,3,6,1
